演算チャンネル,(1)CA-CH01:Channel01
窓関数,長方形
演算点数,100000
演算モード,リニアスペクトル
微積分設定,微積分しない
演算範囲,最新データ
オーバーオール(dBrms),16.869
,0dB=1m/s^2
周波数(Hz),データ(dB)
567.6,-48.1894
567.7,-48.1973
567.8,-48.2405
567.9,-48.2681
568,-48.229
568.1,-48.2139
568.2,-48.2975
568.3,-48.2774
568.4,-48.3271
568.5,-48.3553
568.6,-48.3316
568.7,-48.3528
568.8,-48.3553
568.9,-48.3556
569,-48.414
569.1,-48.409
569.2,-48.3811
569.3,-48.4071
569.4,-48.441
569.5,-48.5134
569.6,-48.4714
569.7,-48.4687
569.8,-48.487
569.9,-48.4975
570,-48.5447
570.1,-48.5113
570.2,-48.5319
570.3,-48.5539
570.4,-48.5456
570.5,-48.5967
570.6,-48.6421
570.7,-48.6191
570.8,-48.6347
570.9,-48.6797
571,-48.6746
571.1,-48.697
571.2,-48.6862
571.3,-48.7262
571.4,-48.7378
571.5,-48.7458
571.6,-48.7784
571.7,-48.757
571.8,-48.745
571.9,-48.7807
572,-48.8097
572.1,-48.7765
572.2,-48.8163
572.3,-48.841
572.4,-48.8306
572.5,-48.8226
572.6,-48.8796
572.7,-48.8587
572.8,-48.9022
572.9,-48.9377
573,-48.9463
573.1,-48.9249
573.2,-48.9318
573.3,-49.0427
573.4,-48.9977
573.5,-48.9731
573.6,-48.9933
573.7,-49.0597
573.8,-49.0702
573.9,-49.0463
574,-49.077
574.1,-49.092
574.2,-49.1223
574.3,-49.1225
574.4,-49.1443
574.5,-49.1227
574.6,-49.132
574.7,-49.1527
574.8,-49.1805
574.9,-49.1794
575,-49.2008
575.1,-49.2227
575.2,-49.2097
575.3,-49.2168
575.4,-49.2247
575.5,-49.2536
575.6,-49.2714
575.7,-49.2652
575.8,-49.3061
575.9,-49.3334
576,-49.3445
576.1,-49.3406
576.2,-49.3391
576.3,-49.3636
576.4,-49.3781
576.5,-49.3542
576.6,-49.3661
576.7,-49.4306
576.8,-49.4118
576.9,-49.429
577,-49.4348
577.1,-49.4788
577.2,-49.4919
577.3,-49.4885
577.4,-49.518
577.5,-49.5361
577.6,-49.5884
577.7,-49.5171
577.8,-49.5407
577.9,-49.5154
578,-49.6137
578.1,-49.5649
578.2,-49.61
578.3,-49.5948
578.4,-49.6877
578.5,-49.6248
578.6,-49.6722
578.7,-49.6506
578.8,-49.6699
578.9,-49.6902
579,-49.6889
579.1,-49.6997
579.2,-49.7244
579.3,-49.7194
579.4,-49.7435
579.5,-49.7676
579.6,-49.784
579.7,-49.8024
579.8,-49.7591
579.9,-49.7835
580,-49.813
580.1,-49.8244
580.2,-49.8761
580.3,-49.8765
580.4,-49.8974
580.5,-49.9163
580.6,-49.8304
580.7,-49.9491
580.8,-49.8765
580.9,-49.9805
581,-49.9489
581.1,-49.9908
581.2,-49.8846
581.3,-49.8302
581.4,-50.11
581.5,-50.0907
581.6,-50.0604
581.7,-50.103
581.8,-50.0792
581.9,-50.0678
582,-50.0809
582.1,-50.1176
582.2,-50.1261
582.3,-50.1074
582.4,-50.1088
582.5,-50.1702
582.6,-50.138
582.7,-50.2024
582.8,-50.1964
582.9,-50.1733
583,-50.1901
583.1,-50.2275
583.2,-50.1974
583.3,-50.2387
583.4,-50.2524
583.5,-50.2273
583.6,-50.2487
583.7,-50.2344
583.8,-50.2594
583.9,-50.3185
584,-50.278
584.1,-50.3518
584.2,-50.355
584.3,-50.3444
584.4,-50.3955
584.5,-50.3203
584.6,-50.3826
584.7,-50.3666
584.8,-50.4172
584.9,-50.3983
585,-50.44
585.1,-50.4481
585.2,-50.5186
585.3,-50.4473
585.4,-50.5102
585.5,-50.4626
585.6,-50.5342
585.7,-50.472
585.8,-50.4976
585.9,-50.5319
586,-50.5508
586.1,-50.5471
586.2,-50.5719
586.3,-50.5621
586.4,-50.6811
586.5,-50.6275
586.6,-50.606
586.7,-50.5995
586.8,-50.6305
586.9,-50.6766
587,-50.6387
587.1,-50.6879
587.2,-50.6492
587.3,-50.7206
587.4,-50.7111
587.5,-50.7535
587.6,-50.7348
587.7,-50.7327
587.8,-50.7575
587.9,-50.7441
588,-50.7857
588.1,-50.8158
588.2,-50.8249
588.3,-50.8383
588.4,-50.8611
588.5,-50.8551
588.6,-50.8367
588.7,-50.8544
588.8,-50.839
588.9,-50.8177
589,-50.8299
589.1,-50.8428
589.2,-50.9461
589.3,-50.9418
589.4,-50.921
589.5,-50.9005
589.6,-50.8902
589.7,-50.9671
589.8,-50.9355
589.9,-51.0335
590,-50.972
590.1,-51.0417
590.2,-51.0376
590.3,-51.0229
590.4,-51.0877
590.5,-51.0383
590.6,-51.0588
590.7,-51.0567
590.8,-51.0507
590.9,-51.1298
591,-51.1467
591.1,-51.1406
591.2,-51.1528
591.3,-51.1491
591.4,-51.1135
591.5,-51.1168
591.6,-51.1787
591.7,-51.198
591.8,-51.158
591.9,-51.2383
592,-51.1947
592.1,-51.257
592.2,-51.2994
592.3,-51.2571
592.4,-51.3063
592.5,-51.2792
592.6,-51.2586
592.7,-51.3453
592.8,-51.2951
592.9,-51.2872
593,-51.3182
593.1,-51.3548
593.2,-51.3381
593.3,-51.3079
593.4,-51.3406
593.5,-51.3494
593.6,-51.4407
593.7,-51.4132
593.8,-51.4019
593.9,-51.4612
594,-51.5164
594.1,-51.4502
594.2,-51.4322
594.3,-51.4575
594.4,-51.4479
594.5,-51.5417
594.6,-51.5241
594.7,-51.5066
594.8,-51.552
594.9,-51.5274
595,-51.537
595.1,-51.5402
595.2,-51.5176
595.3,-51.5144
595.4,-51.6953
595.5,-51.6833
595.6,-51.6253
595.7,-51.5226
595.8,-51.6063
595.9,-51.7221
596,-51.6323
596.1,-51.6561
596.2,-51.6631
596.3,-51.6698
596.4,-51.6604
596.5,-51.6885
596.6,-51.6893
596.7,-51.6861
596.8,-51.7083
596.9,-51.7068
597,-51.8691
597.1,-51.7536
597.2,-51.783
597.3,-51.8043
597.4,-51.802
597.5,-51.789
597.6,-51.8048
597.7,-51.7739
597.8,-51.8811
597.9,-51.9077
598,-51.882
598.1,-51.8749
598.2,-51.9001
598.3,-51.8941
598.4,-51.8611
598.5,-51.9243
598.6,-51.9741
598.7,-51.8677
598.8,-51.9563
598.9,-52.0017
599,-51.952
599.1,-51.9592
599.2,-51.9986
599.3,-51.9997
599.4,-52.0262
599.5,-51.9912
599.6,-52.0134
599.7,-52.0875
599.8,-52.0891
599.9,-52.0029
600,-52.0872
600.1,-52.1044
600.2,-52.1173
600.3,-52.1247
600.4,-52.0548
600.5,-52.0852
600.6,-51.9308
600.7,-52.1507
600.8,-52.1187
600.9,-52.1221
601,-52.1893
601.1,-52.1954
601.2,-52.167
601.3,-52.222
601.4,-52.1577
601.5,-52.1588
601.6,-52.1107
601.7,-52.2083
601.8,-52.1491
601.9,-52.0722
602,-48.1763
602.1,-52.4101
602.2,-52.357
602.3,-52.2877
602.4,-52.3691
602.5,-52.3967
602.6,-52.3187
602.7,-52.3664
602.8,-52.3834
602.9,-52.404
603,-52.3583
603.1,-52.4232
603.2,-52.3904
603.3,-52.4178
603.4,-52.4204
603.5,-52.4437
603.6,-52.4278
603.7,-52.3946
603.8,-52.5388
603.9,-52.3948
604,-52.4975
604.1,-52.4958
604.2,-52.5532
604.3,-52.4913
604.4,-52.5585
604.5,-52.8614
604.6,-52.4843
604.7,-52.5167
604.8,-52.5452
604.9,-52.5518
605,-52.6068
605.1,-52.5478
605.2,-52.5879
605.3,-52.5376
605.4,-52.5492
605.5,-52.5721
605.6,-52.6116
605.7,-52.6511
605.8,-52.6457
605.9,-52.6652
606,-52.6607
606.1,-52.6415
606.2,-52.7238
606.3,-52.689
606.4,-52.6664
606.5,-52.7
606.6,-52.6714
606.7,-52.7551
606.8,-52.7043
606.9,-52.787
607,-52.7202
607.1,-52.7306
607.2,-52.8057
607.3,-52.7289
607.4,-52.7665
607.5,-52.7592
607.6,-52.8005
607.7,-52.8177
607.8,-52.8223
607.9,-52.7972
608,-52.8377
608.1,-52.8464
608.2,-52.8584
608.3,-52.8494
608.4,-52.8629
608.5,-52.9202
608.6,-52.8753
608.7,-52.9795
608.8,-52.8828
608.9,-52.886
609,-52.9637
609.1,-52.9758
609.2,-52.9013
609.3,-52.9822
609.4,-52.948
609.5,-52.886
609.6,-53.0502
609.7,-53.0368
609.8,-53.0199
609.9,-53.0694
610,-53.0656
610.1,-53.1022
610.2,-53.0911
610.3,-53.0346
610.4,-53.1074
610.5,-53.0717
610.6,-53.0675
610.7,-53.1436
610.8,-53.0851
610.9,-53.0549
611,-53.1219
611.1,-53.1104
611.2,-53.1208
611.3,-53.1275
611.4,-53.1302
611.5,-53.1673
611.6,-53.158
611.7,-53.1642
611.8,-53.2004
611.9,-53.2195
612,-53.1647
612.1,-53.2994
612.2,-53.2395
612.3,-53.257
612.4,-53.257
612.5,-53.2925
612.6,-53.2727
612.7,-53.2769
612.8,-53.2704
612.9,-53.3436
613,-53.3607
613.1,-53.3498
613.2,-53.3166
613.3,-53.3536
613.4,-53.3633
613.5,-53.372
613.6,-53.4264
613.7,-53.4763
613.8,-53.4042
613.9,-53.3766
614,-53.4225
614.1,-53.4612
614.2,-53.4532
614.3,-53.4969
614.4,-53.4514
614.5,-53.516
614.6,-53.4535
614.7,-53.4758
614.8,-53.4381
614.9,-53.4878
615,-53.5447
615.1,-53.5604
615.2,-53.5531
615.3,-53.5538
615.4,-53.5379
615.5,-53.5852
615.6,-53.571
615.7,-53.5536
615.8,-53.611
615.9,-53.5493
616,-53.6938
616.1,-53.6173
616.2,-53.5938
616.3,-53.6521
616.4,-53.5632
616.5,-53.6729
616.6,-53.6761
616.7,-53.6568
616.8,-53.618
616.9,-53.6961
617,-53.7581
617.1,-53.6082
617.2,-53.7351
617.3,-53.6416
617.4,-53.6597
617.5,-53.7782
617.6,-53.7016
617.7,-53.7331
617.8,-53.7716
617.9,-53.7549
618,-53.8147
618.1,-53.8023
618.2,-53.846
618.3,-53.808
618.4,-53.7155
618.5,-53.7564
618.6,-53.8796
618.7,-53.8109
618.8,-53.8288
618.9,-53.8369
619,-53.8582
619.1,-53.8473
619.2,-53.9196
619.3,-53.943
619.4,-53.8998
619.5,-53.8559
619.6,-53.8494
619.7,-53.9574
619.8,-53.9719
619.9,-53.9071
620,-53.9932
620.1,-54.0053
620.2,-53.8827
620.3,-53.9871
620.4,-53.9929
620.5,-53.951
620.6,-53.9823
620.7,-53.9605
620.8,-53.9044
620.9,-54.0072
621,-54.0527
621.1,-54.0065
621.2,-54.0031
621.3,-54.0463
621.4,-54.1256
621.5,-54.1354
621.6,-54.0541
621.7,-54.1129
621.8,-54.0049
621.9,-54.061
622,-54.2283
622.1,-54.1184
622.2,-54.0758
622.3,-54.084
622.4,-54.2064
622.5,-54.2151
622.6,-54.1433
622.7,-54.1484
622.8,-54.1812
622.9,-54.2167
623,-54.1259
623.1,-54.2802
623.2,-54.1698
623.3,-54.2651
623.4,-54.2487
623.5,-54.2242
623.6,-54.243
623.7,-54.2556
623.8,-54.2444
623.9,-54.2839
624,-54.2934
624.1,-54.2708
624.2,-54.288
624.3,-54.3263
624.4,-54.3401
624.5,-54.279
624.6,-54.3971
624.7,-54.3697
624.8,-54.4727
624.9,-54.2825
625,-54.3978
625.1,-54.3525
625.2,-54.3789
625.3,-54.4057
625.4,-54.3937
625.5,-54.3947
625.6,-54.4801
625.7,-54.5103
625.8,-54.4266
625.9,-54.4941
626,-54.4042
626.1,-54.5448
626.2,-54.4835
626.3,-54.4583
626.4,-54.5235
626.5,-54.5062
626.6,-54.4646
626.7,-54.532
626.8,-54.4588
626.9,-54.4561
627,-54.5197
627.1,-54.5796
627.2,-54.5309
627.3,-54.5986
627.4,-54.6069
627.5,-54.6096
627.6,-54.5605
627.7,-54.6413
627.8,-54.5355
627.9,-54.5626
628,-54.6183
628.1,-54.6033
628.2,-54.6834
628.3,-54.6521
628.4,-54.6972
628.5,-54.6674
628.6,-54.6681
628.7,-54.6834
628.8,-54.7055
628.9,-54.793
629,-54.6048
629.1,-54.6978
629.2,-54.7109
629.3,-54.7716
629.4,-54.6876
629.5,-54.7533
629.6,-54.7198
629.7,-54.7262
629.8,-54.7135
629.9,-54.7994
630,-54.6864
630.1,-54.7421
630.2,-54.7566
630.3,-54.7873
630.4,-54.7496
630.5,-54.8439
630.6,-54.8504
630.7,-54.8314
630.8,-54.8073
630.9,-54.858
631,-54.8384
631.1,-54.8299
631.2,-54.8156
631.3,-55.0187
631.4,-54.8577
631.5,-54.9276
631.6,-54.9498
631.7,-54.911
631.8,-54.8667
631.9,-54.8822
632,-54.8426
632.1,-54.9316
632.2,-54.968
632.3,-54.8893
632.4,-54.9708
632.5,-54.8578
632.6,-55.0031
632.7,-54.9838
632.8,-55.0332
632.9,-55.0143
633,-55.0567
633.1,-55.0419
633.2,-55.0331
633.3,-55.119
633.4,-55.0078
633.5,-55.0319
633.6,-55.0528
633.7,-55.0973
633.8,-55.0519
633.9,-55.0756
634,-55.07
634.1,-55.0838
634.2,-55.1926
634.3,-55.1566
634.4,-55.0978
634.5,-55.1036
634.6,-55.0498
634.7,-55.2201
634.8,-55.2153
634.9,-55.191
635,-55.1328
635.1,-55.2051
635.2,-55.2736
635.3,-55.2183
635.4,-55.2586
635.5,-55.1995
635.6,-55.2222
635.7,-55.2542
635.8,-55.2685
635.9,-55.2534
636,-55.2845
636.1,-55.2773
636.2,-55.3368
636.3,-55.3162
636.4,-55.2801
636.5,-55.3818
636.6,-55.3059
636.7,-55.3106
636.8,-55.3616
636.9,-55.3504
637,-55.342
637.1,-55.3001
637.2,-55.3836
637.3,-55.372
637.4,-55.4139
637.5,-55.4133
637.6,-55.4021
637.7,-55.3426
637.8,-55.3659
637.9,-55.4459
638,-55.381
638.1,-55.4173
638.2,-55.4382
638.3,-55.508
638.4,-55.4538
638.5,-55.4547
638.6,-55.4965
638.7,-55.4061
638.8,-55.4718
638.9,-55.4719
639,-55.3967
639.1,-55.5357
639.2,-55.5113
639.3,-55.509
639.4,-55.5279
639.5,-55.4879
639.6,-55.5151
639.7,-55.5715
639.8,-55.6625
639.9,-55.5463
640,-55.6288
640.1,-55.5128
640.2,-55.59
640.3,-55.6363
640.4,-55.6043
640.5,-55.6821
640.6,-55.6412
640.7,-55.7111
640.8,-55.6381
640.9,-55.6901
641,-55.6098
641.1,-55.5966
641.2,-55.6648
641.3,-55.6321
641.4,-55.6558
641.5,-55.6945
641.6,-55.7208
641.7,-55.7016
641.8,-55.7078
641.9,-55.7497
642,-55.6974
642.1,-55.7722
642.2,-55.7513
642.3,-55.7372
642.4,-55.8119
642.5,-55.7552
642.6,-55.8177
642.7,-55.8236
642.8,-55.8634
642.9,-55.7179
643,-55.7784
643.1,-55.753
643.2,-55.85
643.3,-55.8611
643.4,-55.859
643.5,-55.8816
643.6,-55.8501
643.7,-55.7479
643.8,-55.8328
643.9,-55.8923
644,-55.8764
644.1,-55.8843
644.2,-55.8942
644.3,-55.9031
644.4,-55.8207
644.5,-55.9024
644.6,-55.8698
644.7,-55.9473
644.8,-55.9494
644.9,-56.0198
645,-55.9351
645.1,-55.9511
645.2,-55.9102
645.3,-55.875
645.4,-56.1324
645.5,-56.0965
645.6,-55.9713
645.7,-55.9735
645.8,-55.9946
645.9,-56.0064
646,-55.9973
646.1,-56.13
646.2,-56.0057
646.3,-56.0358
646.4,-56.0146
646.5,-56.1966
646.6,-56.0883
646.7,-56.0352
646.8,-56.1073
646.9,-56.0387
647,-56.0579
647.1,-55.9995
647.2,-56.1529
647.3,-56.1394
647.4,-56.0774
647.5,-56.1465
647.6,-56.2139
647.7,-56.0893
647.8,-56.1682
647.9,-56.0964
648,-56.1454
648.1,-56.258
648.2,-56.1563
648.3,-56.166
648.4,-56.1352
648.5,-56.2573
648.6,-56.1658
648.7,-56.2148
648.8,-56.3396
648.9,-56.3387
649,-56.3446
649.1,-56.2053
649.2,-56.2307
649.3,-56.2535
649.4,-56.2942
649.5,-56.257
649.6,-56.2889
649.7,-56.2996
649.8,-56.412
649.9,-56.385
650,-56.2757
650.1,-56.45
650.2,-56.3294
650.3,-56.3939
650.4,-56.4464
650.5,-56.4235
650.6,-56.4192
650.7,-56.6726
650.8,-56.1794
650.9,-56.3307
651,-56.328
651.1,-56.5012
651.2,-56.395
651.3,-56.4552
651.4,-56.4477
651.5,-56.3561
651.6,-56.4129
651.7,-56.5044
651.8,-56.5003
651.9,-56.532
652,-56.4476
652.1,-56.4509
652.2,-56.5392
652.3,-56.5088
652.4,-56.3669
652.5,-56.4744
652.6,-56.4799
652.7,-56.491
652.8,-56.57
652.9,-56.5693
653,-56.504
653.1,-56.5603
653.2,-56.5291
653.3,-56.6515
653.4,-56.55
653.5,-56.5561
653.6,-56.5381
653.7,-56.5924
653.8,-56.6373
653.9,-56.6576
654,-56.501
654.1,-56.6191
654.2,-56.5289
654.3,-56.6432
654.4,-56.617
654.5,-56.6975
654.6,-56.6506
654.7,-56.6024
654.8,-56.5865
654.9,-56.609
655,-56.6827
655.1,-56.8006
655.2,-56.73
655.3,-56.6773
655.4,-56.6354
655.5,-56.8336
655.6,-56.7457
655.7,-56.6474
655.8,-56.7572
655.9,-56.6221
656,-56.7069
656.1,-56.7852
656.2,-56.7771
656.3,-56.8216
656.4,-56.7975
656.5,-56.847
656.6,-56.7619
656.7,-56.764
656.8,-56.7383
656.9,-56.9182
657,-56.8985
657.1,-56.868
657.2,-56.7927
657.3,-56.711
657.4,-56.8932
657.5,-56.7553
657.6,-56.9291
657.7,-56.8722
657.8,-57.0223
657.9,-56.8838
658,-56.8685
658.1,-56.9065
658.2,-56.8853
658.3,-56.8696
658.4,-57.007
658.5,-56.9119
658.6,-56.9476
658.7,-56.9369
658.8,-56.9007
658.9,-57.0547
659,-56.9757
659.1,-56.9628
659.2,-56.9978
659.3,-57.0161
659.4,-56.9762
659.5,-57.0345
659.6,-57.0007
659.7,-56.9974
659.8,-57.0652
659.9,-57.1021
660,-57.0447
660.1,-57.1812
660.2,-57.0642
660.3,-57.1014
660.4,-57.109
660.5,-57.0566
660.6,-57.0944
660.7,-57.0492
660.8,-57.0567
660.9,-57.1485
661,-56.9782
661.1,-57.0999
661.2,-57.028
661.3,-57.2164
661.4,-57.0734
661.5,-57.1369
661.6,-57.087
661.7,-57.1959
661.8,-57.1752
661.9,-57.1486
662,-57.0808
662.1,-57.1111
662.2,-57.3877
662.3,-57.1508
662.4,-57.2732
662.5,-57.2478
662.6,-57.2246
662.7,-57.1728
662.8,-57.2729
662.9,-57.313
663,-57.2211
663.1,-57.2447
663.2,-57.2945
663.3,-57.3053
663.4,-57.2105
663.5,-57.2374
663.6,-57.2473
663.7,-57.3317
663.8,-57.3092
663.9,-57.3515
664,-57.3918
664.1,-57.3885
664.2,-57.4477
664.3,-57.2225
664.4,-57.412
664.5,-57.2983
664.6,-57.3676
664.7,-57.3838
664.8,-57.3088
664.9,-57.3662
665,-57.4642
665.1,-57.4241
665.2,-57.5246
665.3,-57.4391
665.4,-57.5816
665.5,-57.3457
665.6,-57.3898
665.7,-57.4041
665.8,-57.4629
665.9,-57.4187
666,-57.4299
666.1,-57.3984
666.2,-57.4989
666.3,-57.3956
666.4,-57.4398
666.5,-57.4876
666.6,-57.444
666.7,-57.4395
666.8,-57.454
666.9,-57.5208
667,-57.6187
667.1,-57.6112
667.2,-57.4916
667.3,-57.6021
667.4,-57.5486
667.5,-57.5498
667.6,-57.6052
667.7,-57.6494
667.8,-57.5189
667.9,-57.6915
668,-57.6406
668.1,-57.7125
668.2,-57.5807
668.3,-57.5008
668.4,-57.5106
668.5,-57.6616
668.6,-57.6365
668.7,-57.6928
668.8,-57.6389
668.9,-57.716
669,-57.6453
669.1,-57.6277
669.2,-57.629
669.3,-57.5473
669.4,-57.742
669.5,-57.7048
669.6,-57.5883
669.7,-57.6016
669.8,-57.7275
669.9,-57.6729
670,-57.7857
670.1,-57.7303
670.2,-57.7511
670.3,-57.8164
670.4,-57.7098
670.5,-57.6998
670.6,-57.7343
670.7,-57.6775
670.8,-57.756
670.9,-57.8118
671,-57.9812
671.1,-57.7709
671.2,-57.8665
671.3,-57.8168
671.4,-57.857
671.5,-57.7326
671.6,-57.8857
671.7,-57.997
671.8,-57.9292
671.9,-57.9283
672,-57.8287
672.1,-57.8545
672.2,-57.7893
672.3,-57.9031
672.4,-58.032
672.5,-57.8743
672.6,-57.858
672.7,-57.9335
672.8,-58.053
672.9,-57.9081
673,-57.9347
673.1,-57.8904
673.2,-58.0244
673.3,-57.9636
673.4,-57.9579
673.5,-57.9434
673.6,-58.0402
673.7,-57.9317
673.8,-57.8915
673.9,-58.0968
674,-57.9567
674.1,-57.9235
674.2,-58.0187
674.3,-58.1089
674.4,-58.0985
674.5,-58.1258
674.6,-58.1043
674.7,-58.1285
674.8,-58.0194
674.9,-58.0134
675,-58.0542
675.1,-58.0215
675.2,-58.0224
675.3,-57.9514
675.4,-58.0071
675.5,-58.0883
675.6,-58.2433
675.7,-58.1246
675.8,-58.1876
675.9,-58.0082
676,-57.9772
676.1,-57.9945
676.2,-58.1255
676.3,-58.1296
676.4,-58.1164
676.5,-58.2377
676.6,-58.2008
676.7,-58.0474
676.8,-58.1972
676.9,-58.2376
677,-58.23
677.1,-58.2467
677.2,-58.1816
677.3,-58.19
677.4,-58.1269
677.5,-58.3017
677.6,-58.1603
677.7,-58.2843
677.8,-58.156
677.9,-58.2186
678,-58.2571
678.1,-58.2319
678.2,-58.2492
678.3,-58.2324
678.4,-58.411
678.5,-58.323
678.6,-58.3841
678.7,-58.2762
678.8,-58.3417
678.9,-58.142
679,-58.2757
679.1,-58.361
679.2,-58.2725
679.3,-58.318
679.4,-58.3854
679.5,-58.2886
679.6,-58.2853
679.7,-58.3982
679.8,-58.2896
679.9,-58.3102
680,-58.4199
680.1,-58.2383
680.2,-58.3557
680.3,-58.3907
680.4,-58.4549
680.5,-58.4454
680.6,-58.3391
680.7,-58.4087
680.8,-58.4276
680.9,-58.5753
681,-58.3322
681.1,-58.2686
681.2,-58.5081
681.3,-58.5393
681.4,-58.5172
681.5,-58.5094
681.6,-58.4564
681.7,-58.5067
681.8,-58.5444
681.9,-58.5133
682,-58.5896
682.1,-58.5778
682.2,-58.4841
682.3,-58.577
682.4,-58.5394
682.5,-58.4751
682.6,-58.5776
682.7,-58.59
682.8,-58.6339
682.9,-58.5416
683,-58.6582
683.1,-58.5994
683.2,-58.5621
683.3,-58.5701
683.4,-58.571
683.5,-58.5873
683.6,-58.5827
683.7,-58.4853
683.8,-58.7644
683.9,-58.5742
684,-58.581
684.1,-58.6672
684.2,-58.659
684.3,-58.7
684.4,-58.8221
684.5,-58.6216
684.6,-58.5777
684.7,-58.7374
684.8,-58.6675
684.9,-58.7255
685,-58.6928
685.1,-58.7101
685.2,-58.6274
685.3,-58.791
685.4,-58.8179
685.5,-58.6625
685.6,-58.5608
685.7,-58.7906
685.8,-58.7347
685.9,-58.7919
686,-58.7067
686.1,-58.7528
686.2,-58.8209
686.3,-58.8594
686.4,-58.8899
686.5,-58.9178
686.6,-58.782
686.7,-58.8948
686.8,-58.8118
686.9,-58.7628
687,-58.7993
687.1,-58.7369
687.2,-58.7292
687.3,-58.9007
687.4,-58.8345
687.5,-58.829
687.6,-58.913
687.7,-58.7553
687.8,-58.8909
687.9,-58.8143
688,-58.877
688.1,-58.9414
688.2,-58.9403
688.3,-59.0214
688.4,-58.923
688.5,-58.9092
688.6,-58.923
688.7,-58.9431
688.8,-58.9485
688.9,-58.951
689,-58.9632
689.1,-58.9987
689.2,-58.967
689.3,-58.9392
689.4,-58.9672
689.5,-58.9525
689.6,-59.0426
689.7,-58.9808
689.8,-59.0287
689.9,-59.1074
690,-59.0958
690.1,-59.1317
690.2,-58.8939
690.3,-59.0989
690.4,-58.9891
690.5,-59.0294
690.6,-59.0383
690.7,-59.0717
690.8,-59.0408
690.9,-59.1002
691,-59.0811
691.1,-59.07
691.2,-58.9899
691.3,-58.9675
691.4,-59.1467
691.5,-59.0719
691.6,-59.1089
691.7,-59.1037
691.8,-59.2522
691.9,-59.0714
692,-59.1796
692.1,-59.128
692.2,-59.1627
692.3,-59.2278
692.4,-59.1893
692.5,-59.2384
692.6,-59.2896
692.7,-59.23
692.8,-59.0448
692.9,-59.249
693,-59.0216
693.1,-59.2865
693.2,-59.149
693.3,-59.1934
693.4,-59.1459
693.5,-59.2131
693.6,-59.1747
693.7,-59.1571
693.8,-59.0718
693.9,-59.2878
694,-59.3679
694.1,-59.3785
694.2,-59.2741
694.3,-59.3265
694.4,-59.4331
694.5,-59.1802
694.6,-59.3039
694.7,-59.1162
694.8,-59.2765
694.9,-59.2874
695,-59.349
695.1,-59.2455
695.2,-59.3768
695.3,-59.4119
695.4,-59.2915
695.5,-59.3352
695.6,-59.2871
695.7,-59.4143
695.8,-59.3823
695.9,-59.2738
696,-59.5425
696.1,-59.3342
696.2,-59.393
696.3,-59.4666
696.4,-59.4071
696.5,-59.2855
696.6,-59.3945
696.7,-59.4067
696.8,-59.4581
696.9,-59.4624
697,-59.5407
697.1,-59.4695
697.2,-59.4081
697.3,-59.5897
697.4,-59.4312
697.5,-59.5185
697.6,-59.4567
697.7,-59.4354
697.8,-59.3642
697.9,-59.5813
698,-59.574
698.1,-59.6245
698.2,-59.5331
698.3,-59.5466
698.4,-59.472
698.5,-59.4205
698.6,-59.5543
698.7,-59.4013
698.8,-59.5796
698.9,-59.5674
699,-59.5965
699.1,-59.5149
699.2,-59.4774
699.3,-59.5668
699.4,-59.5851
699.5,-59.5914
699.6,-59.5973
699.7,-59.6992
699.8,-59.5985
699.9,-59.5035
700,-59.5812
700.1,-59.7068
700.2,-59.6183
700.3,-59.5873
700.4,-59.5732
700.5,-59.6306
700.6,-59.7448
700.7,-59.6412
700.8,-59.5964
700.9,-59.6429
701,-59.6956
701.1,-59.7056
701.2,-59.8501
701.3,-59.6599
701.4,-59.7162
701.5,-59.6802
701.6,-59.5066
701.7,-59.601
701.8,-59.618
701.9,-59.6952
702,-59.931
702.1,-59.7783
702.2,-59.7536
702.3,-59.7513
702.4,-59.7776
702.5,-59.7481
702.6,-59.7255
702.7,-59.6535
702.8,-59.8354
702.9,-59.7395
703,-59.7917
703.1,-59.8239
703.2,-59.7478
703.3,-59.7085
703.4,-59.7334
703.5,-59.8307
703.6,-59.7243
703.7,-59.83
703.8,-59.7933
703.9,-59.924
704,-59.8538
704.1,-60.0105
704.2,-59.842
704.3,-59.9876
704.4,-59.8687
704.5,-59.8136
704.6,-59.9256
704.7,-59.9825
704.8,-59.9846
704.9,-59.7686
705,-59.9885
705.1,-59.9183
705.2,-60.0799
705.3,-59.9049
705.4,-60.0018
705.5,-60.1962
705.6,-59.8978
705.7,-59.9778
705.8,-60.0367
705.9,-59.9524
706,-59.9081
706.1,-59.861
706.2,-59.9262
706.3,-60.0577
706.4,-60.0387
706.5,-59.9735
706.6,-59.9927
706.7,-59.9591
706.8,-60.0845
706.9,-59.9662
707,-59.9538
707.1,-60.0313
707.2,-59.9895
707.3,-59.9355
707.4,-60.0219
707.5,-60.1265
707.6,-59.9692
707.7,-60.1185
707.8,-60.0619
707.9,-60.0782
708,-59.8739
708.1,-60.053
708.2,-60.0933
708.3,-60.0997
708.4,-60.2704
708.5,-60.1982
708.6,-59.9618
708.7,-60.1158
708.8,-60.2559
708.9,-59.9978
709,-60.1456
709.1,-60.0566
709.2,-60.1199
709.3,-60.2775
709.4,-60.1243
709.5,-60.0612
709.6,-60.2592
709.7,-60.2488
709.8,-60.1997
709.9,-60.2944
710,-60.068
710.1,-60.2981
710.2,-60.3178
710.3,-60.2074
710.4,-60.3279
710.5,-60.1015
710.6,-60.2105
710.7,-60.2936
710.8,-60.326
